"NID","PE","ING","AL","AD","V","A","O","D"
1072.00,2.00,39415.00,7763.00,3020.00,1.00,1.00,0.00,72.00
1073.00,2.00,46539.00,9548.00,4677.00,0.00,0.00,1.00,72.00
1074.00,6.00,45221.00,9332.00,3047.00,1.00,0.00,0.00,72.00
1075.00,1.00,39597.00,8647.00,4266.00,1.00,1.00,0.00,72.00
1076.00,1.00,36407.00,6965.00,3150.00,1.00,0.00,0.00,72.00
1077.00,3.00,43592.00,9821.00,4974.00,0.00,0.00,0.00,72.00
1078.00,4.00,38494.00,7463.00,3776.00,0.00,0.00,1.00,72.00
1079.00,1.00,42697.00,8570.00,2897.00,1.00,1.00,1.00,72.00
1080.00,1.00,34563.00,6588.00,3543.00,1.00,0.00,0.00,72.00
1081.00,3.00,45132.00,10377.00,4137.00,1.00,0.00,0.00,73.00
1082.00,4.00,44129.00,9320.00,4582.00,1.00,0.00,0.00,73.00
1083.00,3.00,31532.00,6040.00,3328.00,1.00,1.00,0.00,73.00
1084.00,3.00,35065.00,6578.00,3193.00,1.00,0.00,0.00,73.00
1085.00,2.00,44176.00,8902.00,4369.00,0.00,0.00,0.00,73.00
1086.00,1.00,43698.00,8687.00,4287.00,1.00,1.00,0.00,73.00
1087.00,2.00,32699.00,6652.00,3468.00,0.00,0.00,0.00,73.00
1088.00,1.00,42001.00,8172.00,4059.00,1.00,1.00,0.00,73.00
1089.00,3.00,35559.00,7864.00,3681.00,1.00,0.00,0.00,73.00
1090.00,3.00,36026.00,7053.00,3895.00,1.00,0.00,0.00,73.00
1091.00,4.00,41061.00,8657.00,3601.00,1.00,0.00,0.00,73.00
1092.00,3.00,43033.00,8859.00,4796.00,0.00,0.00,0.00,73.00
1093.00,1.00,34387.00,6612.00,3929.00,0.00,0.00,0.00,73.00
1094.00,3.00,49053.00,10022.00,4596.00,0.00,1.00,0.00,73.00
1095.00,4.00,37215.00,7485.00,3702.00,1.00,0.00,0.00,73.00
1096.00,3.00,34306.00,5750.00,3925.00,1.00,0.00,0.00,73.00
1097.00,3.00,32824.00,6602.00,3475.00,1.00,0.00,0.00,73.00
1098.00,3.00,39835.00,8504.00,3248.00,1.00,0.00,1.00,73.00
1099.00,2.00,39875.00,7573.00,3817.00,1.00,0.00,0.00,73.00
1100.00,5.00,43909.00,8753.00,4115.00,1.00,1.00,0.00,73.00
1101.00,2.00,43395.00,8370.00,4764.00,1.00,0.00,0.00,74.00
1102.00,3.00,40430.00,7606.00,4429.00,1.00,1.00,0.00,74.00
1103.00,5.00,37433.00,6628.00,3772.00,1.00,0.00,0.00,74.00
1104.00,4.00,40138.00,8232.00,5409.00,1.00,0.00,0.00,74.00
1105.00,1.00,39720.00,7087.00,3612.00,0.00,0.00,0.00,74.00
1106.00,2.00,38141.00,7554.00,3883.00,1.00,0.00,0.00,74.00
1107.00,3.00,36122.00,6796.00,3806.00,1.00,0.00,0.00,74.00
1108.00,3.00,47643.00,8897.00,4702.00,1.00,0.00,0.00,74.00
1109.00,4.00,33216.00,7002.00,4178.00,1.00,1.00,0.00,74.00
1110.00,2.00,40960.00,7854.00,3870.00,1.00,0.00,0.00,74.00
1111.00,5.00,36998.00,6600.00,3844.00,1.00,1.00,0.00,75.00
1112.00,3.00,31159.00,5392.00,2893.00,0.00,0.00,0.00,75.00
1113.00,1.00,35906.00,7306.00,4173.00,1.00,0.00,0.00,75.00
1114.00,1.00,37326.00,7365.00,3752.00,1.00,1.00,0.00,75.00
1115.00,3.00,43255.00,8653.00,3327.00,1.00,0.00,0.00,75.00
1116.00,5.00,34654.00,6138.00,3850.00,1.00,0.00,0.00,75.00
1117.00,3.00,34029.00,7685.00,4520.00,1.00,0.00,0.00,75.00
1118.00,5.00,48640.00,10286.00,4302.00,1.00,0.00,0.00,75.00
1119.00,4.00,35055.00,6960.00,3199.00,1.00,0.00,0.00,75.00
1120.00,1.00,36818.00,8380.00,3366.00,0.00,0.00,0.00,75.00
1121.00,1.00,37146.00,8045.00,4161.00,0.00,0.00,1.00,75.00
1122.00,3.00,37969.00,7958.00,4397.00,1.00,0.00,0.00,75.00
1123.00,4.00,39067.00,8990.00,4058.00,1.00,0.00,0.00,75.00
1124.00,3.00,43844.00,10450.00,4116.00,1.00,0.00,0.00,75.00
1125.00,2.00,37409.00,6204.00,2827.00,1.00,0.00,0.00,75.00
1126.00,5.00,48380.00,8974.00,4229.00,0.00,1.00,1.00,76.00
1127.00,4.00,44907.00,8840.00,3407.00,1.00,0.00,0.00,76.00
1128.00,1.00,35422.00,7170.00,3247.00,1.00,0.00,0.00,76.00
1129.00,1.00,33706.00,6576.00,4122.00,1.00,1.00,0.00,76.00
1130.00,2.00,34339.00,7152.00,3217.00,1.00,0.00,0.00,76.00
1131.00,2.00,45648.00,8791.00,4733.00,0.00,1.00,0.00,76.00
1132.00,4.00,39904.00,8983.00,4514.00,1.00,0.00,1.00,76.00
1133.00,5.00,40350.00,8528.00,3442.00,1.00,0.00,0.00,76.00
1134.00,4.00,39616.00,7585.00,3743.00,1.00,0.00,0.00,76.00
1135.00,1.00,39609.00,8756.00,4898.00,0.00,1.00,0.00,76.00
1136.00,2.00,34558.00,7357.00,3714.00,0.00,0.00,1.00,76.00
1137.00,3.00,35006.00,8208.00,3475.00,1.00,1.00,0.00,76.00
1138.00,2.00,45131.00,10281.00,4450.00,1.00,1.00,1.00,76.00
1139.00,2.00,35596.00,8306.00,2909.00,1.00,0.00,0.00,76.00
1140.00,4.00,36864.00,7246.00,3390.00,0.00,1.00,0.00,76.00
1141.00,2.00,35545.00,7406.00,3432.00,1.00,0.00,0.00,76.00
1142.00,1.00,40178.00,8592.00,3998.00,0.00,0.00,0.00,76.00
1143.00,2.00,38794.00,6876.00,3673.00,1.00,1.00,0.00,76.00
1144.00,3.00,37777.00,7973.00,4482.00,0.00,0.00,0.00,76.00
1145.00,2.00,45513.00,7953.00,4168.00,1.00,1.00,0.00,76.00
1146.00,1.00,30465.00,6334.00,3271.00,1.00,1.00,0.00,77.00
1147.00,4.00,44480.00,8243.00,5096.00,0.00,0.00,0.00,77.00
1148.00,4.00,47904.00,9131.00,5174.00,1.00,1.00,0.00,77.00
1149.00,3.00,37901.00,7274.00,3680.00,0.00,1.00,0.00,77.00
1150.00,1.00,36410.00,7974.00,3921.00,1.00,1.00,0.00,77.00
1151.00,4.00,46768.00,9353.00,3647.00,1.00,0.00,0.00,77.00
1152.00,3.00,32525.00,6557.00,3507.00,1.00,0.00,0.00,77.00
1153.00,3.00,47208.00,8490.00,4083.00,1.00,0.00,0.00,77.00
1154.00,3.00,42397.00,8399.00,4605.00,0.00,0.00,0.00,77.00
1155.00,4.00,38852.00,8436.00,4373.00,1.00,0.00,0.00,77.00
1156.00,3.00,38243.00,8066.00,4154.00,0.00,0.00,0.00,78.00
1157.00,3.00,34045.00,7550.00,3288.00,0.00,0.00,0.00,78.00
1158.00,3.00,43907.00,9088.00,3439.00,1.00,0.00,0.00,78.00
1159.00,2.00,43422.00,8725.00,5400.00,1.00,1.00,0.00,78.00
1160.00,4.00,30406.00,6724.00,2520.00,1.00,0.00,0.00,78.00
1161.00,3.00,48700.00,8939.00,4829.00,0.00,0.00,1.00,78.00
1162.00,3.00,47368.00,8794.00,5121.00,0.00,0.00,0.00,78.00
1163.00,1.00,36790.00,8155.00,3487.00,1.00,1.00,0.00,78.00
1164.00,2.00,45474.00,9848.00,4938.00,0.00,1.00,0.00,78.00
1165.00,3.00,40582.00,8123.00,4647.00,1.00,1.00,0.00,78.00
1166.00,2.00,39241.00,8346.00,4259.00,1.00,0.00,0.00,78.00
1167.00,3.00,37719.00,7333.00,3260.00,0.00,1.00,0.00,78.00
1168.00,3.00,37602.00,8299.00,3536.00,0.00,1.00,1.00,78.00
1169.00,4.00,48589.00,9255.00,4763.00,0.00,1.00,0.00,78.00
1170.00,2.00,42812.00,8913.00,4515.00,1.00,1.00,0.00,78.00
1171.00,4.00,43776.00,8061.00,4124.00,0.00,0.00,0.00,79.00
1172.00,3.00,42350.00,7891.00,2531.00,1.00,1.00,0.00,79.00
1173.00,1.00,35839.00,7313.00,3735.00,1.00,1.00,0.00,79.00
1174.00,3.00,35029.00,6214.00,3954.00,1.00,0.00,0.00,79.00
1175.00,3.00,36496.00,6578.00,3875.00,1.00,1.00,0.00,79.00
1176.00,4.00,45333.00,9692.00,4795.00,1.00,0.00,0.00,79.00
1177.00,4.00,44264.00,8565.00,3908.00,1.00,1.00,0.00,79.00
1178.00,1.00,39692.00,8730.00,3288.00,0.00,0.00,0.00,79.00
1179.00,3.00,37926.00,8156.00,5104.00,1.00,1.00,1.00,79.00
1180.00,4.00,36938.00,8028.00,3427.00,0.00,0.00,0.00,79.00
1181.00,1.00,40615.00,8159.00,3504.00,1.00,1.00,0.00,79.00
1182.00,5.00,45047.00,8791.00,4586.00,1.00,0.00,0.00,79.00
1183.00,5.00,37670.00,7153.00,4263.00,0.00,0.00,0.00,79.00
1184.00,3.00,41708.00,8921.00,4321.00,0.00,0.00,0.00,79.00
1185.00,2.00,47236.00,10577.00,4388.00,1.00,1.00,0.00,79.00
1186.00,3.00,40796.00,9142.00,3982.00,0.00,0.00,0.00,79.00
1187.00,4.00,36617.00,6916.00,3675.00,0.00,0.00,1.00,79.00
1188.00,3.00,38692.00,7763.00,3867.00,1.00,0.00,0.00,79.00
1189.00,5.00,40716.00,8746.00,5411.00,1.00,0.00,0.00,79.00
1190.00,2.00,36745.00,7184.00,3736.00,1.00,0.00,1.00,79.00
1191.00,2.00,31220.00,6378.00,2996.00,0.00,1.00,0.00,80.00
1192.00,4.00,39039.00,8790.00,3926.00,0.00,0.00,0.00,80.00
1193.00,3.00,41340.00,9202.00,4769.00,1.00,1.00,0.00,80.00
1194.00,2.00,33987.00,6271.00,3116.00,0.00,0.00,0.00,80.00
1195.00,1.00,36215.00,7280.00,3903.00,1.00,1.00,0.00,80.00
1196.00,2.00,38623.00,6654.00,3551.00,1.00,0.00,0.00,80.00
1197.00,2.00,34922.00,7243.00,3670.00,0.00,1.00,0.00,80.00
1198.00,2.00,47278.00,10309.00,5533.00,1.00,1.00,0.00,80.00
1199.00,3.00,37518.00,7967.00,4751.00,0.00,0.00,0.00,80.00
1200.00,2.00,42623.00,9494.00,3752.00,1.00,0.00,0.00,80.00
1201.00,1.00,36068.00,7877.00,2545.00,1.00,0.00,0.00,81.00
1202.00,1.00,43294.00,8067.00,4251.00,0.00,1.00,0.00,81.00
1203.00,3.00,38274.00,7825.00,4428.00,1.00,0.00,0.00,81.00
1204.00,4.00,44565.00,9185.00,4084.00,0.00,0.00,0.00,81.00
1205.00,1.00,37549.00,7633.00,4217.00,1.00,1.00,0.00,81.00
1206.00,3.00,43198.00,8262.00,4529.00,1.00,0.00,0.00,81.00
1207.00,1.00,45225.00,9621.00,4311.00,1.00,0.00,0.00,81.00
1208.00,4.00,40781.00,7488.00,4508.00,0.00,0.00,0.00,81.00
1209.00,4.00,40475.00,6795.00,4903.00,1.00,0.00,0.00,81.00
1210.00,2.00,37974.00,7564.00,4487.00,1.00,0.00,0.00,81.00
1211.00,2.00,42611.00,8332.00,5125.00,0.00,1.00,0.00,81.00
1212.00,5.00,46212.00,8429.00,4445.00,1.00,1.00,0.00,81.00
1213.00,1.00,39957.00,7401.00,3780.00,0.00,0.00,0.00,81.00
1214.00,2.00,34936.00,6449.00,3934.00,1.00,0.00,0.00,81.00
1215.00,2.00,45773.00,9403.00,3695.00,1.00,1.00,0.00,81.00
1216.00,3.00,32502.00,6946.00,3003.00,1.00,0.00,0.00,82.00
1217.00,3.00,40950.00,8281.00,4367.00,1.00,1.00,0.00,82.00
1218.00,2.00,38883.00,8507.00,4772.00,1.00,0.00,1.00,82.00
1219.00,3.00,36644.00,7109.00,3611.00,0.00,0.00,0.00,82.00
1220.00,4.00,34302.00,7381.00,2491.00,0.00,1.00,0.00,82.00
1221.00,3.00,33947.00,6906.00,3175.00,0.00,0.00,1.00,82.00
1222.00,4.00,31302.00,6608.00,2499.00,0.00,1.00,0.00,82.00
1223.00,1.00,38333.00,7226.00,4433.00,1.00,0.00,0.00,82.00
1224.00,3.00,39751.00,8722.00,4476.00,1.00,1.00,0.00,82.00
1225.00,1.00,40241.00,8534.00,4672.00,1.00,1.00,0.00,82.00
1226.00,3.00,36092.00,7310.00,2681.00,1.00,0.00,0.00,82.00
1227.00,2.00,35973.00,8015.00,3806.00,0.00,0.00,0.00,82.00
1228.00,1.00,36041.00,7643.00,3866.00,0.00,0.00,0.00,82.00
1229.00,4.00,46408.00,10806.00,4251.00,0.00,1.00,1.00,82.00
1230.00,4.00,35219.00,7435.00,4877.00,0.00,0.00,0.00,82.00
1231.00,3.00,41022.00,8905.00,3132.00,1.00,0.00,0.00,82.00
1232.00,4.00,46024.00,8777.00,4545.00,1.00,0.00,0.00,82.00
1233.00,4.00,42728.00,8161.00,3827.00,0.00,0.00,0.00,82.00
1234.00,4.00,42754.00,8259.00,3677.00,1.00,1.00,0.00,82.00
1235.00,2.00,36220.00,7015.00,3325.00,1.00,0.00,0.00,82.00
1236.00,2.00,31788.00,5795.00,3465.00,1.00,1.00,0.00,83.00
1237.00,3.00,40216.00,8457.00,3851.00,1.00,1.00,1.00,83.00
1238.00,2.00,37332.00,7227.00,2711.00,1.00,1.00,0.00,83.00
1239.00,4.00,35137.00,8002.00,4478.00,1.00,0.00,1.00,83.00
1240.00,2.00,48181.00,9664.00,4269.00,1.00,0.00,0.00,83.00
1241.00,4.00,39405.00,8491.00,2925.00,1.00,1.00,0.00,83.00
1242.00,4.00,51806.00,11206.00,4232.00,0.00,0.00,0.00,83.00
1243.00,3.00,43526.00,8391.00,3369.00,0.00,0.00,0.00,83.00
1244.00,2.00,40350.00,6856.00,2866.00,1.00,1.00,0.00,83.00
1245.00,2.00,41444.00,8316.00,4938.00,1.00,0.00,0.00,83.00
1246.00,2.00,47640.00,10366.00,5259.00,0.00,0.00,0.00,84.00
1247.00,2.00,31107.00,6463.00,2775.00,1.00,1.00,1.00,84.00
1248.00,2.00,32168.00,7155.00,2607.00,0.00,1.00,0.00,84.00
1249.00,4.00,37834.00,8496.00,3131.00,1.00,0.00,0.00,84.00
1250.00,2.00,41710.00,8597.00,3919.00,0.00,0.00,0.00,84.00
1251.00,1.00,40663.00,8123.00,3487.00,1.00,1.00,0.00,84.00
1252.00,2.00,34430.00,6617.00,3210.00,0.00,1.00,0.00,84.00
1253.00,2.00,40047.00,7873.00,3599.00,1.00,0.00,0.00,84.00
1254.00,5.00,44731.00,9079.00,4807.00,1.00,0.00,0.00,84.00
1255.00,1.00,44967.00,9262.00,4310.00,0.00,0.00,1.00,84.00
1256.00,5.00,45990.00,8875.00,5576.00,1.00,0.00,0.00,84.00
1257.00,3.00,32884.00,5790.00,3065.00,0.00,0.00,0.00,84.00
1258.00,3.00,35170.00,6940.00,3798.00,0.00,0.00,0.00,84.00
1259.00,2.00,35013.00,7018.00,2984.00,1.00,0.00,0.00,84.00
1260.00,4.00,40301.00,7328.00,4310.00,1.00,0.00,0.00,84.00
1261.00,5.00,43408.00,8134.00,4677.00,1.00,0.00,0.00,85.00
1262.00,3.00,35239.00,7269.00,3093.00,1.00,0.00,0.00,85.00
1263.00,2.00,36967.00,6923.00,3977.00,0.00,0.00,1.00,85.00
1264.00,5.00,48066.00,10015.00,5314.00,1.00,0.00,0.00,85.00
1265.00,2.00,42074.00,8029.00,3966.00,1.00,1.00,0.00,85.00
1266.00,5.00,46296.00,9443.00,4422.00,1.00,1.00,1.00,85.00
1267.00,4.00,41465.00,7726.00,3181.00,1.00,1.00,0.00,85.00
1268.00,1.00,45003.00,9727.00,4903.00,1.00,0.00,0.00,85.00
1269.00,3.00,33158.00,6954.00,3779.00,0.00,0.00,0.00,85.00
1270.00,2.00,44192.00,9409.00,4129.00,1.00,1.00,0.00,85.00
1271.00,2.00,31346.00,6777.00,3873.00,1.00,1.00,0.00,85.00
1272.00,1.00,45630.00,8898.00,5495.00,1.00,0.00,0.00,85.00
1273.00,1.00,39111.00,7906.00,3999.00,1.00,1.00,0.00,85.00
1274.00,5.00,32996.00,6857.00,3148.00,1.00,0.00,0.00,85.00
1275.00,2.00,40045.00,8423.00,4212.00,0.00,1.00,0.00,85.00
1276.00,4.00,39039.00,7860.00,3463.00,0.00,1.00,0.00,85.00
1277.00,2.00,38528.00,6477.00,4443.00,1.00,1.00,0.00,85.00
1278.00,2.00,35536.00,6968.00,3076.00,0.00,1.00,0.00,85.00
1279.00,4.00,37812.00,8395.00,3838.00,1.00,0.00,1.00,85.00
1280.00,4.00,32565.00,6584.00,2747.00,0.00,1.00,0.00,85.00
1281.00,3.00,37418.00,8168.00,4462.00,1.00,0.00,0.00,86.00
1282.00,2.00,34191.00,7394.00,3740.00,1.00,0.00,0.00,86.00
1283.00,1.00,42949.00,9131.00,3957.00,1.00,0.00,1.00,86.00
1284.00,3.00,39309.00,8672.00,3575.00,1.00,1.00,0.00,86.00
1285.00,5.00,38453.00,7906.00,4410.00,0.00,1.00,0.00,86.00
1286.00,4.00,45382.00,9851.00,5539.00,0.00,1.00,1.00,86.00
1287.00,2.00,35256.00,6663.00,2270.00,0.00,0.00,0.00,86.00
1288.00,4.00,45452.00,8457.00,4507.00,1.00,1.00,0.00,86.00
1289.00,4.00,32911.00,6489.00,2377.00,1.00,1.00,0.00,86.00
1290.00,1.00,31182.00,5745.00,3712.00,0.00,1.00,0.00,86.00
1291.00,3.00,38876.00,8326.00,4825.00,1.00,0.00,0.00,87.00
1292.00,3.00,38281.00,7708.00,3500.00,1.00,0.00,0.00,87.00
1293.00,1.00,39962.00,7718.00,3869.00,0.00,0.00,0.00,87.00
1294.00,4.00,31499.00,6518.00,2337.00,1.00,1.00,0.00,87.00
1295.00,2.00,41712.00,8560.00,4425.00,1.00,1.00,0.00,87.00
1296.00,1.00,35882.00,7850.00,5203.00,1.00,1.00,0.00,87.00
1297.00,1.00,33021.00,6667.00,2826.00,1.00,0.00,0.00,87.00
1298.00,1.00,40264.00,8248.00,3706.00,1.00,0.00,0.00,87.00
1299.00,4.00,38620.00,7402.00,3872.00,0.00,1.00,0.00,87.00
1300.00,2.00,34427.00,6733.00,4004.00,1.00,1.00,0.00,87.00
1301.00,1.00,37830.00,7884.00,3520.00,0.00,1.00,0.00,87.00
1302.00,2.00,44054.00,9076.00,4496.00,0.00,0.00,0.00,87.00
1303.00,2.00,40562.00,8091.00,4081.00,1.00,1.00,0.00,87.00
1304.00,1.00,39003.00,8247.00,3090.00,0.00,0.00,0.00,87.00
1305.00,3.00,46968.00,9587.00,4590.00,0.00,1.00,0.00,87.00
1306.00,2.00,36598.00,7134.00,2992.00,1.00,1.00,0.00,88.00
1307.00,4.00,41898.00,9071.00,4327.00,0.00,0.00,0.00,88.00
1308.00,1.00,48903.00,10500.00,4662.00,1.00,0.00,0.00,88.00
1309.00,1.00,40476.00,8205.00,4026.00,0.00,1.00,0.00,88.00
1310.00,4.00,37603.00,8165.00,3705.00,1.00,0.00,0.00,88.00
1311.00,1.00,38007.00,8545.00,5132.00,0.00,1.00,0.00,88.00
1312.00,3.00,38333.00,7891.00,4363.00,0.00,0.00,0.00,88.00
1313.00,5.00,37282.00,7210.00,4142.00,1.00,0.00,0.00,88.00
1314.00,3.00,34325.00,6820.00,3114.00,0.00,0.00,0.00,88.00
1315.00,2.00,40441.00,8292.00,3414.00,0.00,1.00,1.00,88.00
1316.00,1.00,43472.00,8521.00,4074.00,1.00,1.00,0.00,88.00
1317.00,1.00,37111.00,8022.00,3305.00,1.00,1.00,0.00,88.00
1318.00,3.00,34339.00,6270.00,3030.00,1.00,0.00,0.00,88.00
1319.00,1.00,41770.00,8266.00,3187.00,1.00,0.00,0.00,88.00
1320.00,3.00,46806.00,9471.00,3826.00,0.00,0.00,0.00,88.00
1321.00,4.00,42578.00,9887.00,4954.00,1.00,0.00,0.00,88.00
1322.00,1.00,47933.00,10159.00,4214.00,0.00,0.00,0.00,88.00
1323.00,3.00,37331.00,7900.00,3437.00,1.00,0.00,0.00,88.00
1324.00,1.00,34692.00,6872.00,2354.00,1.00,0.00,0.00,88.00
1325.00,4.00,46137.00,8554.00,5425.00,1.00,1.00,0.00,88.00
1326.00,4.00,38575.00,6977.00,4594.00,1.00,0.00,0.00,89.00
1327.00,1.00,41059.00,8679.00,4176.00,1.00,1.00,0.00,89.00
1328.00,4.00,39082.00,8324.00,3987.00,1.00,1.00,0.00,89.00
1329.00,3.00,41582.00,9139.00,4565.00,1.00,0.00,0.00,89.00
1330.00,5.00,39876.00,8174.00,4174.00,0.00,0.00,0.00,89.00
1331.00,4.00,37582.00,8153.00,4292.00,0.00,1.00,1.00,89.00
1332.00,3.00,41549.00,7913.00,4296.00,0.00,1.00,0.00,89.00
1333.00,5.00,40998.00,8903.00,3336.00,0.00,1.00,1.00,89.00
1334.00,2.00,39242.00,8262.00,3814.00,0.00,1.00,0.00,89.00
1335.00,2.00,42757.00,7712.00,4208.00,1.00,0.00,0.00,89.00
1336.00,3.00,42814.00,9717.00,6178.00,0.00,0.00,0.00,90.00
1337.00,4.00,34994.00,7101.00,3827.00,1.00,0.00,0.00,90.00
1338.00,3.00,42877.00,8559.00,4539.00,1.00,0.00,0.00,90.00
1339.00,2.00,30898.00,6550.00,3184.00,1.00,0.00,0.00,90.00
1340.00,5.00,43694.00,9139.00,4268.00,1.00,0.00,1.00,90.00
1341.00,2.00,46258.00,8861.00,4974.00,1.00,1.00,0.00,90.00
1342.00,2.00,38594.00,7812.00,4725.00,1.00,1.00,0.00,90.00
1343.00,3.00,36629.00,7710.00,3583.00,0.00,1.00,0.00,90.00
1344.00,2.00,42020.00,7927.00,4953.00,1.00,1.00,0.00,90.00
1345.00,3.00,34655.00,6678.00,3488.00,0.00,0.00,0.00,90.00
1346.00,4.00,38544.00,6895.00,3786.00,0.00,1.00,0.00,90.00
1347.00,3.00,44690.00,9005.00,4101.00,1.00,1.00,0.00,90.00
1348.00,1.00,45881.00,9207.00,4590.00,1.00,1.00,0.00,90.00
1349.00,5.00,45158.00,9276.00,5609.00,0.00,0.00,0.00,90.00
1350.00,2.00,49328.00,10257.00,4259.00,0.00,0.00,0.00,90.00
1351.00,6.00,39384.00,7878.00,4028.00,0.00,0.00,0.00,91.00
1352.00,2.00,36351.00,7127.00,2796.00,0.00,0.00,0.00,91.00
1353.00,2.00,42345.00,7094.00,4519.00,1.00,0.00,0.00,91.00
1354.00,4.00,38083.00,7896.00,4644.00,0.00,0.00,0.00,91.00
1355.00,4.00,44870.00,8345.00,5630.00,1.00,0.00,0.00,91.00
1356.00,2.00,33676.00,7700.00,3452.00,0.00,0.00,0.00,91.00
1357.00,3.00,36373.00,6704.00,3927.00,1.00,1.00,0.00,91.00
1358.00,2.00,37795.00,7834.00,3422.00,1.00,1.00,0.00,91.00
1359.00,1.00,37123.00,7371.00,2504.00,1.00,0.00,0.00,91.00
1360.00,4.00,33315.00,6603.00,3185.00,1.00,1.00,0.00,91.00
1361.00,1.00,37608.00,8531.00,3331.00,1.00,1.00,0.00,91.00
1362.00,1.00,38878.00,7783.00,2949.00,0.00,0.00,0.00,91.00
1363.00,3.00,38768.00,7277.00,3194.00,0.00,0.00,0.00,91.00
1364.00,4.00,44415.00,9371.00,3914.00,1.00,0.00,0.00,91.00
1365.00,3.00,36802.00,7048.00,3886.00,1.00,0.00,1.00,91.00
1366.00,4.00,36768.00,8134.00,3269.00,1.00,0.00,0.00,91.00
1367.00,4.00,36744.00,7128.00,2917.00,0.00,0.00,0.00,91.00
1368.00,3.00,35351.00,6913.00,3060.00,0.00,0.00,0.00,91.00
1369.00,2.00,47921.00,10290.00,3186.00,1.00,1.00,0.00,91.00
1370.00,3.00,34568.00,7517.00,3800.00,1.00,0.00,0.00,91.00
1371.00,2.00,32935.00,6203.00,3030.00,1.00,1.00,0.00,92.00
1372.00,5.00,38193.00,7798.00,4260.00,0.00,0.00,0.00,92.00
1373.00,4.00,40160.00,9411.00,4233.00,1.00,0.00,0.00,92.00
1374.00,3.00,41786.00,8988.00,4085.00,1.00,0.00,0.00,92.00
1375.00,5.00,43614.00,9452.00,3531.00,0.00,0.00,0.00,92.00
1376.00,2.00,38372.00,7978.00,4057.00,1.00,0.00,0.00,92.00
1377.00,3.00,47023.00,10047.00,4528.00,0.00,0.00,0.00,92.00
1378.00,4.00,43884.00,8705.00,4693.00,1.00,0.00,0.00,92.00
1379.00,4.00,42117.00,9353.00,4348.00,0.00,0.00,0.00,92.00
1380.00,1.00,41387.00,7371.00,3392.00,0.00,0.00,0.00,92.00
1381.00,3.00,54593.00,10863.00,4511.00,0.00,0.00,1.00,93.00
1382.00,4.00,47199.00,9503.00,5914.00,0.00,0.00,0.00,93.00
1383.00,4.00,41188.00,8077.00,3750.00,1.00,1.00,0.00,93.00
1384.00,1.00,41924.00,8959.00,4406.00,1.00,0.00,0.00,93.00
1385.00,4.00,30583.00,6538.00,3675.00,0.00,1.00,0.00,93.00
1386.00,2.00,43562.00,8357.00,5347.00,1.00,1.00,0.00,93.00
1387.00,2.00,36135.00,7180.00,3274.00,1.00,0.00,0.00,93.00
1388.00,3.00,41895.00,8627.00,4183.00,1.00,1.00,0.00,93.00
1389.00,2.00,40490.00,9170.00,3903.00,0.00,1.00,0.00,93.00
1390.00,4.00,31105.00,6421.00,2419.00,1.00,0.00,0.00,93.00
1391.00,1.00,37065.00,7902.00,4376.00,1.00,0.00,0.00,93.00
1392.00,1.00,41453.00,8756.00,2475.00,1.00,0.00,0.00,93.00
1393.00,3.00,36407.00,7179.00,3953.00,1.00,1.00,0.00,93.00
1394.00,4.00,44520.00,9360.00,3656.00,1.00,1.00,0.00,93.00
1395.00,2.00,42630.00,8647.00,4577.00,1.00,1.00,0.00,93.00
1396.00,4.00,31315.00,6359.00,4093.00,1.00,0.00,0.00,94.00
1397.00,2.00,37800.00,8211.00,4492.00,1.00,1.00,0.00,94.00
1398.00,2.00,39657.00,9143.00,3670.00,1.00,1.00,0.00,94.00
1399.00,3.00,41556.00,8349.00,3238.00,1.00,1.00,0.00,94.00
1400.00,3.00,43000.00,8107.00,4836.00,0.00,1.00,0.00,94.00
1401.00,3.00,35587.00,7523.00,3434.00,0.00,0.00,0.00,94.00
1402.00,2.00,43385.00,9260.00,4516.00,1.00,1.00,0.00,94.00
1403.00,5.00,44197.00,8083.00,4964.00,0.00,0.00,0.00,94.00
1404.00,1.00,42920.00,8086.00,3818.00,1.00,1.00,0.00,94.00
1405.00,2.00,34214.00,7407.00,3641.00,1.00,0.00,0.00,94.00
1406.00,5.00,42140.00,8477.00,4034.00,1.00,0.00,0.00,94.00
1407.00,2.00,41294.00,8273.00,3733.00,1.00,0.00,0.00,94.00
1408.00,5.00,41243.00,8784.00,3813.00,1.00,0.00,0.00,94.00
1409.00,1.00,41392.00,8352.00,4874.00,1.00,0.00,0.00,94.00
1410.00,3.00,47600.00,8972.00,5615.00,1.00,0.00,0.00,94.00
1411.00,2.00,42126.00,8484.00,4882.00,0.00,1.00,0.00,94.00
1412.00,3.00,36495.00,7217.00,3932.00,0.00,0.00,0.00,94.00
1413.00,4.00,35210.00,7318.00,3580.00,0.00,0.00,0.00,94.00
1414.00,1.00,47932.00,9627.00,4708.00,1.00,0.00,0.00,94.00
1415.00,2.00,39245.00,8459.00,3839.00,0.00,0.00,0.00,94.00
1416.00,2.00,41805.00,8064.00,5013.00,1.00,1.00,1.00,95.00
1417.00,1.00,48293.00,9232.00,4239.00,0.00,1.00,0.00,95.00
1418.00,1.00,48040.00,9632.00,4530.00,1.00,1.00,0.00,95.00
1419.00,5.00,41983.00,8161.00,5358.00,1.00,0.00,0.00,95.00
1420.00,4.00,38764.00,8099.00,3428.00,1.00,0.00,1.00,95.00
